# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
2426	afcb	afcb	afcb	*	574e	*	8ea1d7ce,d7ce,8ea1d7cev,d7cev	7f5f	e7bd9f	7f5f	00007f5f	afcb	afcb	afcb	afcb	afcb	afcb	afcb
2427	afcc	afcc	afcc	*	574f	*	8ea1d7cf,d7cf,8ea1d7cfv,d7cfv	7f94	e7be94	7f94	00007f94	afcc	afcc	afcc	afcc	afcc	afcc	afcc
2428	afcd	afcd	afcd	*	5750	*	8ea1d7d0,d7d0,8ea1d7d0v,d7d0v	7fc5	e7bf85	7fc5	00007fc5	afcd	afcd	afcd	afcd	afcd	afcd	afcd
2429	afce	afce	afce	*	5751	*	8ea1d7d1,d7d1,8ea1d7d1v,d7d1v	7fc1	e7bf81	7fc1	00007fc1	afce	afce	afce	afce	afce	afce	afce
2430	afcf	afcf	afcf	*	5752	*	8ea1d7d2,d7d2,8ea1d7d2v,d7d2v	8006	e88086	8006	00008006	afcf	afcf	afcf	afcf	afcf	afcf	afcf
2431	acfe	acfe	acfe	*	5753	*	8ea1d7d3,d7d3,8ea1d7d3v,d7d3v	8004	e88084	8004	00008004	acfe	acfe	acfe	acfe	acfe	acfe	acfe
2432	afd0	afd0	afd0	*	5754	*	8ea1d7d4,d7d4,8ea1d7d4v,d7d4v	8018	e88098	8018	00008018	afd0	afd0	afd0	afd0	afd0	afd0	afd0
2433	afd1	afd1	afd1	*	5755	*	8ea1d7d5,d7d5,8ea1d7d5v,d7d5v	8015	e88095	8015	00008015	afd1	afd1	afd1	afd1	afd1	afd1	afd1
2434	afd2	afd2	afd2	*	5756	*	8ea1d7d6,d7d6,8ea1d7d6v,d7d6v	8019	e88099	8019	00008019	afd2	afd2	afd2	afd2	afd2	afd2	afd2
2435	afd3	afd3	afd3	*	5757	*	8ea1d7d7,d7d7,8ea1d7d7v,d7d7v	8017	e88097	8017	00008017	afd3	afd3	afd3	afd3	afd3	afd3	afd3
2436	afd4	afd4	afd4	*	5758	*	8ea1d7d8,d7d8,8ea1d7d8v,d7d8v	803d	e880bd	803d	0000803d	afd4	afd4	afd4	afd4	afd4	afd4	afd4
2437	afd5	afd5	afd5	*	5759	*	8ea1d7d9,d7d9,8ea1d7d9v,d7d9v	803f	e880bf	803f	0000803f	afd5	afd5	afd5	afd5	afd5	afd5	afd5
2438	afd6	afd6	afd6	*	575a	*	8ea1d7da,d7da,8ea1d7dav,d7dav	80f1	e883b1	80f1	000080f1	afd6	afd6	afd6	afd6	afd6	afd6	afd6
2439	afd7	afd7	afd7	*	575b	*	8ea1d7db,d7db,8ea1d7dbv,d7dbv	8102	e88482	8102	00008102	afd7	afd7	afd7	afd7	afd7	afd7	afd7
2440	afd8	afd8	afd8	*	575c	*	8ea1d7dc,d7dc,8ea1d7dcv,d7dcv	80f0	e883b0	80f0	000080f0	afd8	afd8	afd8	afd8	afd8	afd8	afd8
2441	afd9	afd9	afd9	*	575d	*	8ea1d7dd,d7dd,8ea1d7ddv,d7ddv	8105	e88485	8105	00008105	afd9	afd9	afd9	afd9	afd9	afd9	afd9
2442	afda	afda	afda	*	575e	*	8ea1d7de,d7de,8ea1d7dev,d7dev	80ed	e883ad	80ed	000080ed	afda	afda	afda	afda	afda	afda	afda
2443	afdb	afdb	afdb	*	575f	*	8ea1d7df,d7df,8ea1d7dfv,d7dfv	80f4	e883b4	80f4	000080f4	afdb	afdb	afdb	afdb	afdb	afdb	afdb
2444	afdc	afdc	afdc	*	5760	*	8ea1d7e0,d7e0,8ea1d7e0v,d7e0v	8106	e88486	8106	00008106	afdc	afdc	afdc	afdc	afdc	afdc	afdc
2445	afdd	afdd	afdd	*	5761	*	8ea1d7e1,d7e1,8ea1d7e1v,d7e1v	80f8	e883b8	80f8	000080f8	afdd	afdd	afdd	afdd	afdd	afdd	afdd
2446	afde	afde	afde	*	5762	*	8ea1d7e2,d7e2,8ea1d7e2v,d7e2v	80f3	e883b3	80f3	000080f3	afde	afde	afde	afde	afde	afde	afde
2447	afdf	afdf	afdf	*	5763	*	8ea1d7e3,d7e3,8ea1d7e3v,d7e3v	8108	e88488	8108	00008108	afdf	afdf	afdf	afdf	afdf	afdf	afdf
2448	afe0	afe0	afe0	*	5764	*	8ea1d7e4,d7e4,8ea1d7e4v,d7e4v	80fd	e883bd	80fd	000080fd	afe0	afe0	afe0	afe0	afe0	afe0	afe0
2449	afe1	afe1	afe1	*	5765	*	8ea1d7e5,d7e5,8ea1d7e5v,d7e5v	810a	e8848a	810a	0000810a	afe1	afe1	afe1	afe1	afe1	afe1	afe1
2450	afe2	afe2	afe2	*	5766	*	8ea1d7e6,d7e6,8ea1d7e6v,d7e6v	80fc	e883bc	80fc	000080fc	afe2	afe2	afe2	afe2	afe2	afe2	afe2
2451	afe3	afe3	afe3	*	5767	*	8ea1d7e7,d7e7,8ea1d7e7v,d7e7v	80ef	e883af	80ef	000080ef	afe3	afe3	afe3	afe3	afe3	afe3	afe3
2452	afe4	afe4	afe4	*	5768	*	8ea1d7e8,d7e8,8ea1d7e8v,d7e8v	81ed	e887ad	81ed	000081ed	afe4	afe4	afe4	afe4	afe4	afe4	afe4
2453	afe5	afe5	afe5	*	5769	*	8ea1d7e9,d7e9,8ea1d7e9v,d7e9v	81ec	e887ac	81ec	000081ec	afe5	afe5	afe5	afe5	afe5	afe5	afe5
2454	afe6	afe6	afe6	*	576a	*	8ea1d7ea,d7ea,8ea1d7eav,d7eav	8200	e88880	8200	00008200	afe6	afe6	afe6	afe6	afe6	afe6	afe6
2455	afe7	afe7	afe7	*	576b	*	8ea1d7eb,d7eb,8ea1d7ebv,d7ebv	8210	e88890	8210	00008210	afe7	afe7	afe7	afe7	afe7	afe7	afe7
2456	afe8	afe8	afe8	*	576c	*	8ea1d7ec,d7ec,8ea1d7ecv,d7ecv	822a	e888aa	822a	0000822a	afe8	afe8	afe8	afe8	afe8	afe8	afe8
2457	afe9	afe9	afe9	*	576d	*	8ea1d7ed,d7ed,8ea1d7edv,d7edv	822b	e888ab	822b	0000822b	afe9	afe9	afe9	afe9	afe9	afe9	afe9
2458	afea	afea	afea	*	576e	*	8ea1d7ee,d7ee,8ea1d7eev,d7eev	8228	e888a8	8228	00008228	afea	afea	afea	afea	afea	afea	afea
2459	afeb	afeb	afeb	*	576f	*	8ea1d7ef,d7ef,8ea1d7efv,d7efv	822c	e888ac	822c	0000822c	afeb	afeb	afeb	afeb	afeb	afeb	afeb
2460	afec	afec	afec	*	5770	*	8ea1d7f0,d7f0,8ea1d7f0v,d7f0v	82bb	e88abb	82bb	000082bb	afec	afec	afec	afec	afec	afec	afec
2461	afed	afed	afed	*	5771	*	8ea1d7f1,d7f1,8ea1d7f1v,d7f1v	832b	e88cab	832b	0000832b	afed	afed	afed	afed	afed	afed	afed
2462	afee	afee	afee	*	5772	*	8ea1d7f2,d7f2,8ea1d7f2v,d7f2v	8352	e88d92	8352	00008352	afee	afee	afee	afee	afee	afee	afee
2463	afef	afef	afef	*	5773	*	8ea1d7f3,d7f3,8ea1d7f3v,d7f3v	8354	e88d94	8354	00008354	afef	afef	afef	afef	afef	afef	afef
2464	aff0	aff0	aff0	*	5774	*	8ea1d7f4,d7f4,8ea1d7f4v,d7f4v	834a	e88d8a	834a	0000834a	aff0	aff0	aff0	aff0	aff0	aff0	aff0
2465	aff1	aff1	aff1	*	5775	*	8ea1d7f5,d7f5,8ea1d7f5v,d7f5v	8338	e88cb8	8338	00008338	aff1	aff1	aff1	aff1	aff1	aff1	aff1
2466	aff2	aff2	aff2	*	5776	*	8ea1d7f6,d7f6,8ea1d7f6v,d7f6v	8350	e88d90	8350	00008350	aff2	aff2	aff2	aff2	aff2	aff2	aff2
2467	aff3	aff3	aff3	*	5777	*	8ea1d7f7,d7f7,8ea1d7f7v,d7f7v	8349	e88d89	8349	00008349	aff3	aff3	aff3	aff3	aff3	aff3	aff3
2468	aff4	aff4	aff4	*	5778	*	8ea1d7f8,d7f8,8ea1d7f8v,d7f8v	8335	e88cb5	8335	00008335	aff4	aff4	aff4	aff4	aff4	aff4	aff4
2469	aff5	aff5	aff5	*	5779	*	8ea1d7f9,d7f9,8ea1d7f9v,d7f9v	8334	e88cb4	8334	00008334	aff5	aff5	aff5	aff5	aff5	aff5	aff5
2470	aff6	aff6	aff6	*	577a	*	8ea1d7fa,d7fa,8ea1d7fav,d7fav	834f	e88d8f	834f	0000834f	aff6	aff6	aff6	aff6	aff6	aff6	aff6
2471	aff7	aff7	aff7	*	577b	*	8ea1d7fb,d7fb,8ea1d7fbv,d7fbv	8332	e88cb2	8332	00008332	aff7	aff7	aff7	aff7	aff7	aff7	aff7
2472	aff8	aff8	aff8	*	577c	*	8ea1d7fc,d7fc,8ea1d7fcv,d7fcv	8339	e88cb9	8339	00008339	aff8	aff8	aff8	aff8	aff8	aff8	aff8
2473	aff9	aff9	aff9	*	577d	*	8ea1d7fd,d7fd,8ea1d7fdv,d7fdv	8336	e88cb6	8336	00008336	aff9	aff9	aff9	aff9	aff9	aff9	aff9
2474	affa	affa	affa	*	577e	*	8ea1d7fe,d7fe,8ea1d7fev,d7fev	8317	e88c97	8317	00008317	affa	affa	affa	affa	affa	affa	affa
2475	affb	affb	affb	*	5821	*	8ea1d8a1,d8a1,8ea1d8a1v,d8a1v	8340	e88d80	8340	00008340	affb	affb	affb	affb	affb	affb	affb
2476	affc	affc	affc	*	5822	*	8ea1d8a2,d8a2,8ea1d8a2v,d8a2v	8331	e88cb1	8331	00008331	affc	affc	affc	affc	affc	affc	affc
2477	affd	affd	affd	*	5823	*	8ea1d8a3,d8a3,8ea1d8a3v,d8a3v	8328	e88ca8	8328	00008328	affd	affd	affd	affd	affd	affd	affd
2478	affe	affe	affe	*	5824	*	8ea1d8a4,d8a4,8ea1d8a4v,d8a4v	8343	e88d83	8343	00008343	affe	affe	affe	affe	affe	affe	affe
2479	b040	b040	b040	*	5825	*	8ea1d8a5,d8a5,8ea1d8a5v,d8a5v	8654	e89994	8654	00008654	b040	b040	b040	b040	b040	b040	b040
2480	b041	b041	b041	*	5826	*	8ea1d8a6,d8a6,8ea1d8a6v,d8a6v	868a	e89a8a	868a	0000868a	b041	b041	b041	b041	b041	b041	b041
2481	b042	b042	b042	*	5827	*	8ea1d8a7,d8a7,8ea1d8a7v,d8a7v	86aa	e89aaa	86aa	000086aa	b042	b042	b042	b042	b042	b042	b042
2482	b043	b043	b043	*	5828	*	8ea1d8a8,d8a8,8ea1d8a8v,d8a8v	8693	e89a93	8693	00008693	b043	b043	b043	b043	b043	b043	b043
2483	b044	b044	b044	*	5829	*	8ea1d8a9,d8a9,8ea1d8a9v,d8a9v	86a4	e89aa4	86a4	000086a4	b044	b044	b044	b044	b044	b044	b044
2484	b045	b045	b045	*	582a	*	8ea1d8aa,d8aa,8ea1d8aav,d8aav	86a9	e89aa9	86a9	000086a9	b045	b045	b045	b045	b045	b045	b045
2485	b046	b046	b046	*	582b	*	8ea1d8ab,d8ab,8ea1d8abv,d8abv	868c	e89a8c	868c	0000868c	b046	b046	b046	b046	b046	b046	b046
2486	b047	b047	b047	*	582c	*	8ea1d8ac,d8ac,8ea1d8acv,d8acv	86a3	e89aa3	86a3	000086a3	b047	b047	b047	b047	b047	b047	b047
2487	b048	b048	b048	*	582d	*	8ea1d8ad,d8ad,8ea1d8adv,d8adv	869c	e89a9c	869c	0000869c	b048	b048	b048	b048	b048	b048	b048
2488	b049	b049	b049	*	582e	*	8ea1d8ae,d8ae,8ea1d8aev,d8aev	8870	e8a1b0	8870	00008870	b049	b049	b049	b049	b049	b049	b049
2489	b04a	b04a	b04a	*	582f	*	8ea1d8af,d8af,8ea1d8afv,d8afv	8877	e8a1b7	8877	00008877	b04a	b04a	b04a	b04a	b04a	b04a	b04a
2490	b04b	b04b	b04b	*	5830	*	8ea1d8b0,d8b0,8ea1d8b0v,d8b0v	8881	e8a281	8881	00008881	b04b	b04b	b04b	b04b	b04b	b04b	b04b
2491	b04c	b04c	b04c	*	5831	*	8ea1d8b1,d8b1,8ea1d8b1v,d8b1v	8882	e8a282	8882	00008882	b04c	b04c	b04c	b04c	b04c	b04c	b04c
2492	b04d	b04d	b04d	*	5832	*	8ea1d8b2,d8b2,8ea1d8b2v,d8b2v	887d	e8a1bd	887d	0000887d	b04d	b04d	b04d	b04d	b04d	b04d	b04d
2493	b04e	b04e	b04e	*	5833	*	8ea1d8b3,d8b3,8ea1d8b3v,d8b3v	8879	e8a1b9	8879	00008879	b04e	b04e	b04e	b04e	b04e	b04e	b04e
2494	b04f	b04f	b04f	*	5834	*	8ea1d8b4,d8b4,8ea1d8b4v,d8b4v	8a18	e8a898	8a18	00008a18	b04f	b04f	b04f	b04f	b04f	b04f	b04f
2495	b050	b050	b050	*	5835	*	8ea1d8b5,d8b5,8ea1d8b5v,d8b5v	8a10	e8a890	8a10	00008a10	b050	b050	b050	b050	b050	b050	b050
2496	b051	b051	b051	*	5836	*	8ea1d8b6,d8b6,8ea1d8b6v,d8b6v	8a0e	e8a88e	8a0e	00008a0e	b051	b051	b051	b051	b051	b051	b051
2497	b052	b052	b052	*	5837	*	8ea1d8b7,d8b7,8ea1d8b7v,d8b7v	8a0c	e8a88c	8a0c	00008a0c	b052	b052	b052	b052	b052	b052	b052
2498	b053	b053	b053	*	5838	*	8ea1d8b8,d8b8,8ea1d8b8v,d8b8v	8a15	e8a895	8a15	00008a15	b053	b053	b053	b053	b053	b053	b053
2499	b054	b054	b054	*	5839	*	8ea1d8b9,d8b9,8ea1d8b9v,d8b9v	8a0a	e8a88a	8a0a	00008a0a	b054	b054	b054	b054	b054	b054	b054
2500	b055	b055	b055	*	583a	*	8ea1d8ba,d8ba,8ea1d8bav,d8bav	8a17	e8a897	8a17	00008a17	b055	b055	b055	b055	b055	b055	b055
2501	b056	b056	b056	*	583b	*	8ea1d8bb,d8bb,8ea1d8bbv,d8bbv	8a13	e8a893	8a13	00008a13	b056	b056	b056	b056	b056	b056	b056
2502	b057	b057	b057	*	583c	*	8ea1d8bc,d8bc,8ea1d8bcv,d8bcv	8a16	e8a896	8a16	00008a16	b057	b057	b057	b057	b057	b057	b057
2503	b058	b058	b058	*	583d	*	8ea1d8bd,d8bd,8ea1d8bdv,d8bdv	8a0f	e8a88f	8a0f	00008a0f	b058	b058	b058	b058	b058	b058	b058
2504	b059	b059	b059	*	583e	*	8ea1d8be,d8be,8ea1d8bev,d8bev	8a11	e8a891	8a11	00008a11	b059	b059	b059	b059	b059	b059	b059
2505	b05a	b05a	b05a	*	583f	*	8ea1d8bf,d8bf,8ea1d8bfv,d8bfv	8c48	e8b188	8c48	00008c48	b05a	b05a	b05a	b05a	b05a	b05a	b05a
2506	b05b	b05b	b05b	*	5840	*	8ea1d8c0,d8c0,8ea1d8c0v,d8c0v	8c7a	e8b1ba	8c7a	00008c7a	b05b	b05b	b05b	b05b	b05b	b05b	b05b
2507	b05c	b05c	b05c	*	5841	*	8ea1d8c1,d8c1,8ea1d8c1v,d8c1v	8c79	e8b1b9	8c79	00008c79	b05c	b05c	b05c	b05c	b05c	b05c	b05c
2508	b05d	b05d	b05d	*	5842	*	8ea1d8c2,d8c2,8ea1d8c2v,d8c2v	8ca1	e8b2a1	8ca1	00008ca1	b05d	b05d	b05d	b05d	b05d	b05d	b05d
2509	b05e	b05e	b05e	*	5843	*	8ea1d8c3,d8c3,8ea1d8c3v,d8c3v	8ca2	e8b2a2	8ca2	00008ca2	b05e	b05e	b05e	b05e	b05e	b05e	b05e
2510	b05f	b05f	b05f	*	5844	*	8ea1d8c4,d8c4,8ea1d8c4v,d8c4v	8d77	e8b5b7,ee918a	8d77,e44a	00008d77,0000e44a	8ffe,b05f	b05f	b05f	b05f	b05f	b05f	8ffe,b05f
2511	b060	b060	b060	*	5845	*	8ea1d8c5,d8c5,8ea1d8c5v,d8c5v	8eac	e8baac	8eac	00008eac	b060	b060	b060	b060	b060	b060	b060
2512	b061	b061	b061	*	5846	*	8ea1d8c6,d8c6,8ea1d8c6v,d8c6v	8ed2	e8bb92	8ed2	00008ed2	b061	b061	b061	b061	b061	b061	b061
2513	b062	b062	b062	*	5847	*	8ea1d8c7,d8c7,8ea1d8c7v,d8c7v	8ed4	e8bb94	8ed4	00008ed4	b062	b062	b062	b062	b062	b062	b062
2514	b063	b063	b063	*	5848	*	8ea1d8c8,d8c8,8ea1d8c8v,d8c8v	8ecf	e8bb8f	8ecf	00008ecf	b063	b063	b063	b063	b063	b063	b063
2515	b064	b064	b064	*	5849	*	8ea1d8c9,d8c9,8ea1d8c9v,d8c9v	8fb1	e8beb1	8fb1	00008fb1	b064	b064	b064	b064	b064	b064	b064
2516	b065	b065	b065	*	584a	*	8ea1d8ca,d8ca,8ea1d8cav,d8cav	9001	e98081	9001	00009001	b065	b065	b065	b065	b065	b065	b065
2517	b066	b066	b066	*	584b	*	8ea1d8cb,d8cb,8ea1d8cbv,d8cbv	9006	e98086	9006	00009006	b066	b066	b066	b066	b066	b066	b066
2518	b067	b067	b067	*	584c	*	8ea1d8cc,d8cc,8ea1d8ccv,d8ccv	8ff7	e8bfb7	8ff7	00008ff7	b067	b067	b067	b067	b067	b067	b067
2519	b068	b068	b068	*	584d	*	8ea1d8cd,d8cd,8ea1d8cdv,d8cdv	9000	e98080	9000	00009000	b068	b068	b068	b068	b068	b068	b068
2520	b069	b069	b069	*	584e	*	8ea1d8ce,d8ce,8ea1d8cev,d8cev	8ffa	e8bfba	8ffa	00008ffa	b069	b069	b069	b069	b069	b069	b069
2521	b06a	b06a	b06a	*	584f	*	8ea1d8cf,d8cf,8ea1d8cfv,d8cfv	8ff4	e8bfb4	8ff4	00008ff4	b06a	b06a	b06a	b06a	b06a	b06a	b06a
2522	b06b	b06b	b06b	*	5850	*	8ea1d8d0,d8d0,8ea1d8d0v,d8d0v	9003	e98083	9003	00009003	b06b	b06b	b06b	b06b	b06b	b06b	b06b
2523	b06c	b06c	b06c	*	5851	*	8ea1d8d1,d8d1,8ea1d8d1v,d8d1v	8ffd	e8bfbd	8ffd	00008ffd	b06c	b06c	b06c	b06c	b06c	b06c	b06c
2524	b06d	b06d	b06d	*	5852	*	8ea1d8d2,d8d2,8ea1d8d2v,d8d2v	9005	e98085	9005	00009005	b06d	b06d	b06d	b06d	b06d	b06d	b06d
2525	b06e	b06e	b06e	*	5853	*	8ea1d8d3,d8d3,8ea1d8d3v,d8d3v	8ff8	e8bfb8	8ff8	00008ff8	b06e	b06e	b06e	b06e	b06e	b06e	b06e
2526	b06f	b06f	b06f	*	5854	*	8ea1d8d4,d8d4,8ea1d8d4v,d8d4v	9095	e98295	9095	00009095	b06f	b06f	b06f	b06f	b06f	b06f	b06f
2527	b070	b070	b070	*	5855	*	8ea1d8d5,d8d5,8ea1d8d5v,d8d5v	90e1	e983a1	90e1	000090e1	b070	b070	b070	b070	b070	b070	b070
2528	b071	b071	b071	*	5856	*	8ea1d8d6,d8d6,8ea1d8d6v,d8d6v	90dd	e9839d	90dd	000090dd	b071	b071	b071	b071	b071	b071	b071
2529	b072	b072	b072	*	5857	*	8ea1d8d7,d8d7,8ea1d8d7v,d8d7v	90e2	e983a2	90e2	000090e2	b072	b072	b072	b072	b072	b072	b072
2530	b073	b073	b073	*	5858	*	8ea1d8d8,d8d8,8ea1d8d8v,d8d8v	9152	e98592	9152	00009152	b073	b073	b073	b073	b073	b073	b073
2531	b074	b074	b074	*	5859	*	8ea1d8d9,d8d9,8ea1d8d9v,d8d9v	914d	e9858d	914d	0000914d	b074	b074	b074	b074	b074	b074	b074
2532	b075	b075	b075	*	585a	*	8ea1d8da,d8da,8ea1d8dav,d8dav	914c	e9858c	914c	0000914c	b075	b075	b075	b075	b075	b075	b075
2533	b076	b076	b076	*	585b	*	8ea1d8db,d8db,8ea1d8dbv,d8dbv	91d8	e98798	91d8	000091d8	b076	b076	b076	b076	b076	b076	b076
2534	b077	b077	b077	*	585c	*	8ea1d8dc,d8dc,8ea1d8dcv,d8dcv	91dd	e9879d	91dd	000091dd	b077	b077	b077	b077	b077	b077	b077
2535	b078	b078	b078	*	585d	*	8ea1d8dd,d8dd,8ea1d8ddv,d8ddv	91d7	e98797	91d7	000091d7	b078	b078	b078	b078	b078	b078	b078
2536	b079	b079	b079	*	585e	*	8ea1d8de,d8de,8ea1d8dev,d8dev	91dc	e9879c	91dc	000091dc	b079	b079	b079	b079	b079	b079	b079
2537	b07a	b07a	b07a	*	585f	*	8ea1d8df,d8df,8ea1d8dfv,d8dfv	91d9	e98799	91d9	000091d9	b07a	b07a	b07a	b07a	b07a	b07a	b07a
2538	b07b	b07b	b07b	*	5860	*	8ea1d8e0,d8e0,8ea1d8e0v,d8e0v	9583	e99683	9583	00009583	b07b	b07b	b07b	b07b	b07b	b07b	b07b
2539	b07c	b07c	b07c	*	5861	*	8ea1d8e1,d8e1,8ea1d8e1v,d8e1v	9662	e999a2	9662	00009662	b07c	b07c	b07c	b07c	b07c	b07c	b07c
2540	b07d	b07d	b07d	*	5862	*	8ea1d8e2,d8e2,8ea1d8e2v,d8e2v	9663	e999a3	9663	00009663	b07d	b07d	b07d	b07d	b07d	b07d	b07d
2541	b07e	b07e	b07e	*	5863	*	8ea1d8e3,d8e3,8ea1d8e3v,d8e3v	9661	e999a1	9661	00009661	b07e	b07e	b07e	b07e	b07e	b07e	b07e
2542	b0a1	b0a1	b0a1	*	5864	*	8ea1d8e4,d8e4,8ea1d8e4v,d8e4v	965b	e9999b	965b	0000965b	b0a1	b0a1	b0a1	b0a1	b0a1	b0a1	b0a1
2543	b0a2	b0a2	b0a2	*	5865	*	8ea1d8e5,d8e5,8ea1d8e5v,d8e5v	965d	e9999d	965d	0000965d	b0a2	b0a2	b0a2	b0a2	b0a2	b0a2	b0a2
2544	b0a3	b0a3	b0a3	*	5866	*	8ea1d8e6,d8e6,8ea1d8e6v,d8e6v	9664	e999a4	9664	00009664	b0a3	b0a3	b0a3	b0a3	b0a3	b0a3	b0a3
2545	b0a4	b0a4	b0a4	*	5867	*	8ea1d8e7,d8e7,8ea1d8e7v,d8e7v	9658	e99998	9658	00009658	b0a4	b0a4	b0a4	b0a4	b0a4	b0a4	b0a4
2546	b0a5	b0a5	b0a5	*	5868	*	8ea1d8e8,d8e8,8ea1d8e8v,d8e8v	965e	e9999e	965e	0000965e	b0a5	b0a5	b0a5	b0a5	b0a5	b0a5	b0a5
2547	b0a6	b0a6	b0a6	*	5869	*	8ea1d8e9,d8e9,8ea1d8e9v,d8e9v	96bb	e99abb	96bb	000096bb	b0a6	b0a6	b0a6	b0a6	b0a6	b0a6	b0a6
2548	b0a7	b0a7	b0a7	*	586a	*	8ea1d8ea,d8ea,8ea1d8eav,d8eav	98e2	e9a3a2	98e2	000098e2	b0a7	b0a7	b0a7	b0a7	b0a7	b0a7	b0a7
2549	b0a8	b0a8	b0a8	*	287c,586b	*	8ea1a8fc,8ea1d8eb,a8fc,d8eb,8ea1a8fcv,8ea1d8ebv,a8fcv,d8ebv	99ac	e9a6ac,e2beba	99ac,2fba	000099ac,00002fba	b0a8	b0a8	b0a8	b0a8	b0a8	b0a8	b0a8
